Job Title,Job Description,Required Skills,Salary Range,Location,Company,Experience Level,Industry,Job Type,Date Posted,Min Salary,Max Salary,Month,Avg Salary
Web Developer,Design scalable backend systems with Spring to support web platforms.,"servlet, spring",£58 - £65,Ho Chi Minh City,Lazada Vietnam,Senior,Artificial Intelligence,Contract-Type,2019-03-25,58,65,2019-03,61.5
Java Developer,Design scalable backend systems with HTML to support web platforms.,"html, java, php, sql",£53 - £59,Da Nang,KMS Technology,Senior,Software Development,Full-Time,2019-04-23,53,59,2019-04,56.0
System Administrator,Lead development of web and full stack projects utilizing JavaScript.,"javascript, servlet",£29 - £36,Hai Phong,Haravan,Mid-Level,Web Development,Full-Time,2019-07-31,29,36,2019-07,32.5
Java Developer,Design scalable backend systems with SQL to support web platforms.,"c#, mysql, sql",£61 - £73,Hanoi,Tiki,Senior,Data Science,Full-Time,2019-08-04,61,73,2019-08,67.0
Frontend Developer,Create responsive front-end interfaces with Spring for modern web apps.,"c#, java, php, spring",£63 - £69,Ho Chi Minh City,FPT Software,Senior,Data Science,Full-Time,2019-01-24,63,69,2019-01,66.0
Full Stack Developer,Optimize Java-based web applications with HTML for performance.,"html, python",£30 - £41,Ho Chi Minh City,Axon Active,Entry-Level,IT Infrastructure,Full-Time,2019-11-25,30,41,2019-11,35.5
Network Engineer,Develop and maintain web applications using JSP for client projects.,"jsp, sql",£34 - £48,Can Tho,NashTech,Mid-Level,Mobile Development,Full-Time,2019-03-22,34,48,2019-03,41.0
Java Developer,Develop and maintain web applications using Java for client projects.,"java, php",£16 - £28,Vung Tau,CMC Global,Entry-Level,Mobile Development,Full-Time,2019-08-25,16,28,2019-08,22.0
Web Developer,Build full stack solutions using HTML to enhance user experience.,"html, java, mysql",£34 - £39,Hanoi,NashTech,Mid-Level,Mobile Development,Full-Time,2019-05-24,34,39,2019-05,36.5
Database Administrator,Design scalable backend systems with SQL to support web platforms.,"html, php, sql",£57 - £69,Ho Chi Minh City,Axon Active,Senior,Cloud Computing,Full-Time,2019-05-26,57,69,2019-05,63.0
Web Developer,Optimize Java-based web applications with C# for performance.,"c#, python, spring",£29 - £35,Hanoi,KMS Technology,Entry-Level,IT Infrastructure,Full-Time,2019-06-11,29,35,2019-06,32.0
Frontend Developer,Integrate APIs and microservices using MySQL for web systems.,"css, mysql, spring",£34 - £48,Ho Chi Minh City,CMC Global,Mid-Level,Mobile Development,Full-Time,2019-06-18,34,48,2019-06,41.0
Software Engineer,Create responsive front-end interfaces with JSP for modern web apps.,"html, javascript, jsp",£57 - £68,Hue,Axon Active,Senior,Software Development,Contract-Type,2019-12-03,57,68,2019-12,62.5
Frontend Developer,Integrate APIs and microservices using CSS for web systems.,"css, html",£65 - £77,Hanoi,Tiki,Senior,IT Infrastructure,Full-Time,2019-11-14,65,77,2019-11,71.0
Database Administrator,Optimize Java-based web applications with HTML for performance.,"html, servlet",£29 - £42,Hanoi,Viettel Solutions,Entry-Level,Cloud Computing,Full-Time,2019-10-01,29,42,2019-10,35.5
System Administrator,Develop and maintain web applications using JavaScript for client projects.,"css, javascript, sql",£15 - £21,Remote,Shopee Vietnam,Entry-Level,Cloud Computing,Part-Time,2019-12-20,15,21,2019-12,18.0
Java Developer,Integrate APIs and microservices using Java for web systems.,"css, java, sql",£54 - £60,Hue,Axon Active,Senior,Web Development,Full-Time,2019-12-14,54,60,2019-12,57.0
Frontend Developer,Lead development of web and full stack projects utilizing MySQL.,"mysql, servlet, spring",£17 - £24,Da Nang,Techcombank IT,Entry-Level,Software Development,Contract-Type,2019-05-27,17,24,2019-05,20.5
Network Engineer,Lead development of web and full stack projects utilizing C#.,"c#, css, php, spring",£60 - £70,Ho Chi Minh City,Nexlify Vietnam,Senior,Artificial Intelligence,Full-Time,2019-07-24,60,70,2019-07,65.0
Network Engineer,Optimize Java-based web applications with Servlet for performance.,"css, html, javascript, servlet",£17 - £27,Hue,Grab Vietnam,Entry-Level,Artificial Intelligence,Full-Time,2019-03-24,17,27,2019-03,22.0
Frontend Developer,Design scalable backend systems with Java to support web platforms.,"java, sql",£41 - £48,Ho Chi Minh City,CMC Global,Mid-Level,Data Science,Full-Time,2019-01-11,41,48,2019-01,44.5
Network Engineer,Build full stack solutions using Java to enhance user experience.,"css, java, php, spring",£53 - £63,Da Nang,FPT Software,Senior,Cloud Computing,Full-Time,2019-09-16,53,63,2019-09,58.0
System Administrator,Develop and maintain web applications using HTML for client projects.,"html, sql",£30 - £38,Ho Chi Minh City,Techcombank IT,Entry-Level,Cloud Computing,Part-Time,2019-02-06,30,38,2019-02,34.0
Web Developer,Optimize Java-based web applications with C# for performance.,"c#, css, html",£26 - £39,Hanoi,Grab Vietnam,Entry-Level,Data Science,Full-Time,2019-08-17,26,39,2019-08,32.5
Software Engineer,Integrate APIs and microservices using Spring for web systems.,"python, spring",£29 - £36,Remote,Nexlify Vietnam,Mid-Level,IT Infrastructure,Part-Time,2019-03-13,29,36,2019-03,32.5
Frontend Developer,Optimize Java-based web applications with MySQL for performance.,"css, java, mysql, spring",£60 - £65,Ho Chi Minh City,Viettel Solutions,Senior,Cloud Computing,Full-Time,2019-08-19,60,65,2019-08,62.5
Frontend Developer,Design scalable backend systems with JavaScript to support web platforms.,"javascript, servlet, sql",£30 - £45,Da Nang,Nexlify Vietnam,Mid-Level,Artificial Intelligence,Full-Time,2019-05-11,30,45,2019-05,37.5
System Administrator,Create responsive front-end interfaces with Spring for modern web apps.,"css, spring",£56 - £68,Ho Chi Minh City,VinAI,Senior,Data Science,Full-Time,2019-03-16,56,68,2019-03,62.0
Web Developer,Create responsive front-end interfaces with Spring for modern web apps.,"java, mysql, spring, sql",£28 - £41,Ho Chi Minh City,Zalo,Entry-Level,Cybersecurity,Contract-Type,2019-05-25,28,41,2019-05,34.5
Java Developer,Build full stack solutions using SQL to enhance user experience.,"c#, sql",£40 - £48,Ho Chi Minh City,Haravan,Mid-Level,Data Science,Part-Time,2019-06-16,40,48,2019-06,44.0
Web Developer,Integrate APIs and microservices using HTML for web systems.,"html, python, spring",£53 - £65,Vung Tau,Lazada Vietnam,Senior,Cybersecurity,Full-Time,2019-03-14,53,65,2019-03,59.0
System Administrator,Build full stack solutions using HTML to enhance user experience.,"html, java, javascript",£35 - £41,Da Nang,Tiki,Mid-Level,Mobile Development,Full-Time,2019-10-22,35,41,2019-10,38.0
Java Developer,Create responsive front-end interfaces with Python for modern web apps.,"c#, python",£31 - £40,Da Nang,Shopee Vietnam,Mid-Level,Web Development,Part-Time,2019-07-12,31,40,2019-07,35.5
Network Engineer,Integrate APIs and microservices using MySQL for web systems.,"html, javascript, mysql, servlet",£55 - £60,Ho Chi Minh City,Haravan,Senior,Software Development,Full-Time,2019-06-19,55,60,2019-06,57.5
Database Administrator,Develop and maintain web applications using MySQL for client projects.,"java, mysql, php",£61 - £74,Ho Chi Minh City,Zalo,Senior,Cloud Computing,Full-Time,2019-11-01,61,74,2019-11,67.5
Database Administrator,Integrate APIs and microservices using SQL for web systems.,"css, jsp, servlet, sql",£32 - £39,Remote,Zalo,Mid-Level,IT Infrastructure,Full-Time,2019-10-11,32,39,2019-10,35.5
Network Engineer,Lead development of web and full stack projects utilizing HTML.,"html, mysql, python",£25 - £36,Ho Chi Minh City,Shopee Vietnam,Entry-Level,Web Development,Full-Time,2019-09-25,25,36,2019-09,30.5
Database Administrator,Develop and maintain web applications using Servlet for client projects.,"java, php, servlet",£37 - £52,Can Tho,Zalo,Mid-Level,Data Science,Full-Time,2019-07-23,37,52,2019-07,44.5
Frontend Developer,Design scalable backend systems with Python to support web platforms.,"c#, javascript, python, sql",£52 - £66,Hai Phong,Grab Vietnam,Senior,Artificial Intelligence,Full-Time,2019-11-24,52,66,2019-11,59.0
Frontend Developer,Build full stack solutions using SQL to enhance user experience.,"c#, sql",£29 - £44,Hanoi,KMS Technology,Entry-Level,Mobile Development,Full-Time,2019-01-31,29,44,2019-01,36.5
Full Stack Developer,Optimize Java-based web applications with Python for performance.,"html, python",£27 - £37,Ho Chi Minh City,NashTech,Entry-Level,Software Development,Full-Time,2019-07-11,27,37,2019-07,32.0
Frontend Developer,Create responsive front-end interfaces with HTML for modern web apps.,"html, sql",£30 - £38,Can Tho,Axon Active,Mid-Level,Cloud Computing,Full-Time,2019-12-19,30,38,2019-12,34.0
Java Developer,Develop and maintain web applications using CSS for client projects.,"css, servlet",£29 - £36,Remote,Axon Active,Mid-Level,Mobile Development,Full-Time,2019-09-05,29,36,2019-09,32.5
Full Stack Developer,Integrate APIs and microservices using CSS for web systems.,"css, java, javascript, sql",£30 - £41,Ho Chi Minh City,KMS Technology,Entry-Level,Cloud Computing,Full-Time,2019-12-12,30,41,2019-12,35.5
Software Engineer,Design scalable backend systems with JSP to support web platforms.,"html, jsp, spring",£60 - £74,Hanoi,VNG,Senior,Cloud Computing,Part-Time,2019-06-26,60,74,2019-06,67.0
Frontend Developer,Lead development of web and full stack projects utilizing JavaScript.,"html, javascript, mysql, sql",£37 - £43,Da Nang,KMS Technology,Mid-Level,Data Science,Full-Time,2019-09-15,37,43,2019-09,40.0
Full Stack Developer,Create responsive front-end interfaces with Java for modern web apps.,"c#, java, mysql",£17 - £29,Da Nang,FPT Software,Entry-Level,Cybersecurity,Part-Time,2019-01-12,17,29,2019-01,23.0
Full Stack Developer,Optimize Java-based web applications with Spring for performance.,"jsp, spring",£35 - £50,Da Nang,CMC Global,Mid-Level,Cloud Computing,Full-Time,2019-12-26,35,50,2019-12,42.5
Java Developer,Create responsive front-end interfaces with Java for modern web apps.,"java, javascript, python",£20 - £34,Da Nang,TMA Solutions,Entry-Level,IT Infrastructure,Full-Time,2019-03-22,20,34,2019-03,27.0
Full Stack Developer,Lead development of web and full stack projects utilizing SQL.,"php, python, spring, sql",£19 - £25,Remote,KMS Technology,Entry-Level,Cybersecurity,Full-Time,2019-03-01,19,25,2019-03,22.0
Software Engineer,Create responsive front-end interfaces with Spring for modern web apps.,"python, spring, sql",£29 - £43,Ho Chi Minh City,TMA Solutions,Entry-Level,Web Development,Full-Time,2019-07-24,29,43,2019-07,36.0
Java Developer,Integrate APIs and microservices using CSS for web systems.,"css, java, spring",£17 - £25,Da Nang,Shopee Vietnam,Entry-Level,Web Development,Full-Time,2019-11-16,17,25,2019-11,21.0
Frontend Developer,Optimize Java-based web applications with PHP for performance.,"mysql, php, spring",£27 - £39,Da Nang,Zalo,Mid-Level,Software Development,Full-Time,2019-10-22,27,39,2019-10,33.0
Web Developer,Build full stack solutions using HTML to enhance user experience.,"html, mysql",£56 - £71,Ho Chi Minh City,Viettel Solutions,Senior,Data Science,Full-Time,2019-09-08,56,71,2019-09,63.5
Frontend Developer,Develop and maintain web applications using HTML for client projects.,"html, python, spring",£56 - £61,Remote,Grab Vietnam,Senior,Mobile Development,Full-Time,2019-12-29,56,61,2019-12,58.5
Web Developer,Lead development of web and full stack projects utilizing HTML.,"css, html, java, python",£28 - £39,Vung Tau,Nexlify Vietnam,Mid-Level,Artificial Intelligence,Full-Time,2019-09-20,28,39,2019-09,33.5
Database Administrator,Lead development of web and full stack projects utilizing Spring.,"css, spring",£63 - £69,Ho Chi Minh City,Nexlify Vietnam,Senior,Artificial Intelligence,Full-Time,2019-04-21,63,69,2019-04,66.0
Full Stack Developer,Design scalable backend systems with SQL to support web platforms.,"c#, css, html, sql",£16 - £24,Da Nang,Viettel Solutions,Entry-Level,IT Infrastructure,Full-Time,2019-03-28,16,24,2019-03,20.0
Web Developer,Develop and maintain web applications using SQL for client projects.,"css, php, python, sql",£62 - £72,Hanoi,Grab Vietnam,Senior,Mobile Development,Contract-Type,2019-08-25,62,72,2019-08,67.0
System Administrator,Optimize Java-based web applications with Java for performance.,"css, java, javascript, php",£50 - £65,Hue,Techcombank IT,Senior,Mobile Development,Full-Time,2019-07-18,50,65,2019-07,57.5
Full Stack Developer,Create responsive front-end interfaces with Spring for modern web apps.,"javascript, php, spring",£22 - £32,Ho Chi Minh City,TMA Solutions,Entry-Level,IT Infrastructure,Full-Time,2019-08-24,22,32,2019-08,27.0
Java Developer,Integrate APIs and microservices using CSS for web systems.,"css, java, php",£65 - £74,Hanoi,CMC Global,Senior,Web Development,Full-Time,2019-07-28,65,74,2019-07,69.5
Java Developer,Lead development of web and full stack projects utilizing Servlet.,"c#, java, servlet",£60 - £66,Ho Chi Minh City,Shopee Vietnam,Senior,Artificial Intelligence,Contract-Type,2019-10-08,60,66,2019-10,63.0
Frontend Developer,Integrate APIs and microservices using Python for web systems.,"javascript, python, servlet",£51 - £57,Da Nang,Viettel Solutions,Senior,IT Infrastructure,Part-Time,2019-01-08,51,57,2019-01,54.0
System Administrator,Optimize Java-based web applications with PHP for performance.,"css, html, php, servlet",£55 - £64,Quy Nhon,Viettel Solutions,Senior,Data Science,Contract-Type,2019-09-24,55,64,2019-09,59.5
Java Developer,Integrate APIs and microservices using C# for web systems.,"c#, java, mysql, python",£38 - £46,Ho Chi Minh City,CMC Global,Mid-Level,IT Infrastructure,Full-Time,2019-03-08,38,46,2019-03,42.0
Software Engineer,Create responsive front-end interfaces with JSP for modern web apps.,"html, javascript, jsp, sql",£32 - £47,Ho Chi Minh City,Techcombank IT,Mid-Level,IT Infrastructure,Contract-Type,2019-09-29,32,47,2019-09,39.5
Frontend Developer,Build full stack solutions using Python to enhance user experience.,"python, spring",£20 - £26,Hanoi,Nexlify Vietnam,Entry-Level,Data Science,Full-Time,2019-03-07,20,26,2019-03,23.0
Full Stack Developer,Build full stack solutions using Servlet to enhance user experience.,"css, servlet",£41 - £53,Hanoi,VinAI,Mid-Level,Mobile Development,Contract-Type,2019-12-07,41,53,2019-12,47.0
System Administrator,Design scalable backend systems with Java to support web platforms.,"java, mysql, python",£62 - £72,Ho Chi Minh City,FPT Software,Senior,Mobile Development,Full-Time,2019-06-05,62,72,2019-06,67.0
Software Engineer,Optimize Java-based web applications with Spring for performance.,"c#, php, spring",£25 - £38,Ho Chi Minh City,NashTech,Entry-Level,Software Development,Full-Time,2019-02-07,25,38,2019-02,31.5
Network Engineer,Design scalable backend systems with JSP to support web platforms.,"java, jsp, python",£56 - £69,Ho Chi Minh City,KMS Technology,Senior,Cybersecurity,Full-Time,2019-07-01,56,69,2019-07,62.5
System Administrator,Lead development of web and full stack projects utilizing CSS.,"css, jsp, php",£59 - £64,Ho Chi Minh City,Lazada Vietnam,Senior,Software Development,Full-Time,2019-11-11,59,64,2019-11,61.5
Software Engineer,Design scalable backend systems with HTML to support web platforms.,"c#, html, servlet, sql",£27 - £38,Hanoi,FPT Software,Entry-Level,Web Development,Part-Time,2019-06-21,27,38,2019-06,32.5
Full Stack Developer,Integrate APIs and microservices using Java for web systems.,"java, sql",£35 - £47,Hanoi,Tiki,Mid-Level,Web Development,Contract-Type,2019-12-07,35,47,2019-12,41.0
Java Developer,Design scalable backend systems with MySQL to support web platforms.,"html, mysql",£54 - £61,Remote,Techcombank IT,Senior,Cybersecurity,Full-Time,2019-11-18,54,61,2019-11,57.5
