Job Title,Job Description,Required Skills,Salary Range,Location,Company,Experience Level,Industry,Job Type,Date Posted,Min Salary,Max Salary,Month,Avg Salary,JobID,All,Job Description	
WebDeveloper,LeaddevelopmentofwebandfullstackprojectsutilizingSpring.,"spring,sql",£38-£53,HoChiMinhCity,NexlifyVietnam,Mid-Level,WebDevelopment,Contract-Type,2019-01-05,38,53,2019-01,45.5,61,"WebDeveloper,LeaddevelopmentofwebandfullstackprojectsutilizingSpring.,spring,sql,£38-£53,HoChiMinhCity,NexlifyVietnam,Mid-Level,WebDevelopment,Contract-Type,2019-01-05,38,53,2019-01,45.5,61",61
JavaDeveloper,DesignscalablebackendsystemswithSQLtosupportwebplatforms.,"css,mysql,servlet,sql",£42-£49,HoChiMinhCity,GrabVietnam,Mid-Level,MobileDevelopment,Full-Time,2019-08-24,42,49,2019-08,45.5,62,"JavaDeveloper,DesignscalablebackendsystemswithSQLtosupportwebplatforms.,css,mysql,servlet,sql,£42-£49,HoChiMinhCity,GrabVietnam,Mid-Level,MobileDevelopment,Full-Time,2019-08-24,42,49,2019-08,45.5,62",62
FullStackDeveloper,IntegrateAPIsandmicroservicesusingPHPforwebsystems.,"javascript,jsp,php,sql",£64-£69,HoChiMinhCity,Tiki,Senior,SoftwareDevelopment,Full-Time,2019-12-08,64,69,2019-12,66.5,63,"FullStackDeveloper,IntegrateAPIsandmicroservicesusingPHPforwebsystems.,javascript,jsp,php,sql,£64-£69,HoChiMinhCity,Tiki,Senior,SoftwareDevelopment,Full-Time,2019-12-08,64,69,2019-12,66.5,63",63
WebDeveloper,DevelopandmaintainwebapplicationsusingSpringforclientprojects.,"javascript,mysql,servlet,spring",£56-£64,Hanoi,VinAI,Senior,MobileDevelopment,Full-Time,2019-11-04,56,64,2019-11,60.0,64,"WebDeveloper,DevelopandmaintainwebapplicationsusingSpringforclientprojects.,javascript,mysql,servlet,spring,£56-£64,Hanoi,VinAI,Senior,MobileDevelopment,Full-Time,2019-11-04,56,64,2019-11,60.0,64",64
FrontendDeveloper,BuildfullstacksolutionsusingJavaScripttoenhanceuserexperience.,"javascript,servlet,spring",£31-£37,DaNang,Tiki,Mid-Level,CloudComputing,Contract-Type,2019-09-06,31,37,2019-09,34.0,65,"FrontendDeveloper,BuildfullstacksolutionsusingJavaScripttoenhanceuserexperience.,javascript,servlet,spring,£31-£37,DaNang,Tiki,Mid-Level,CloudComputing,Contract-Type,2019-09-06,31,37,2019-09,34.0,65",65
DatabaseAdministrator,Createresponsivefront-endinterfaceswithSQLformodernwebapps.,"jsp,python,spring,sql",£34-£40,CanTho,ShopeeVietnam,Mid-Level,WebDevelopment,Full-Time,2019-09-28,34,40,2019-09,37.0,66,"DatabaseAdministrator,Createresponsivefront-endinterfaceswithSQLformodernwebapps.,jsp,python,spring,sql,£34-£40,CanTho,ShopeeVietnam,Mid-Level,WebDevelopment,Full-Time,2019-09-28,34,40,2019-09,37.0,66",66
SystemAdministrator,OptimizeJava-basedwebapplicationswithJavaforperformance.,"html,java,javascript,mysql",£32-£47,HoChiMinhCity,KMSTechnology,Mid-Level,DataScience,Full-Time,2019-09-14,32,47,2019-09,39.5,67,"SystemAdministrator,OptimizeJava-basedwebapplicationswithJavaforperformance.,html,java,javascript,mysql,£32-£47,HoChiMinhCity,KMSTechnology,Mid-Level,DataScience,Full-Time,2019-09-14,32,47,2019-09,39.5,67",67
FullStackDeveloper,IntegrateAPIsandmicroservicesusingPHPforwebsystems.,"php,servlet",£62-£67,HoChiMinhCity,ViettelSolutions,Senior,SoftwareDevelopment,Full-Time,2019-03-05,62,67,2019-03,64.5,68,"FullStackDeveloper,IntegrateAPIsandmicroservicesusingPHPforwebsystems.,php,servlet,£62-£67,HoChiMinhCity,ViettelSolutions,Senior,SoftwareDevelopment,Full-Time,2019-03-05,62,67,2019-03,64.5,68",68
WebDeveloper,Createresponsivefront-endinterfaceswithHTMLformodernwebapps.,"css,html,javascript,jsp",£37-£44,HoChiMinhCity,TechcombankIT,Mid-Level,DataScience,Part-Time,2019-06-16,37,44,2019-06,40.5,69,"WebDeveloper,Createresponsivefront-endinterfaceswithHTMLformodernwebapps.,css,html,javascript,jsp,£37-£44,HoChiMinhCity,TechcombankIT,Mid-Level,DataScience,Part-Time,2019-06-16,37,44,2019-06,40.5,69",69
DatabaseAdministrator,OptimizeJava-basedwebapplicationswithJSPforperformance.,"java,jsp",£42-£50,Hanoi,KMSTechnology,Mid-Level,SoftwareDevelopment,Full-Time,2019-02-01,42,50,2019-02,46.0,70,"DatabaseAdministrator,OptimizeJava-basedwebapplicationswithJSPforperformance.,java,jsp,£42-£50,Hanoi,KMSTechnology,Mid-Level,SoftwareDevelopment,Full-Time,2019-02-01,42,50,2019-02,46.0,70",70
DatabaseAdministrator,DevelopandmaintainwebapplicationsusingCSSforclientprojects.,"css,javascript,php,spring",£52-£63,DaNang,Tiki,Senior,DataScience,Full-Time,2019-01-30,52,63,2019-01,57.5,71,"DatabaseAdministrator,DevelopandmaintainwebapplicationsusingCSSforclientprojects.,css,javascript,php,spring,£52-£63,DaNang,Tiki,Senior,DataScience,Full-Time,2019-01-30,52,63,2019-01,57.5,71",71
FrontendDeveloper,DevelopandmaintainwebapplicationsusingJavaforclientprojects.,"c#,java,php",£33-£38,Hanoi,AxonActive,Mid-Level,Cybersecurity,Part-Time,2019-07-10,33,38,2019-07,35.5,72,"FrontendDeveloper,DevelopandmaintainwebapplicationsusingJavaforclientprojects.,c#,java,php,£33-£38,Hanoi,AxonActive,Mid-Level,Cybersecurity,Part-Time,2019-07-10,33,38,2019-07,35.5,72",72
NetworkEngineer,DevelopandmaintainwebapplicationsusingCSSforclientprojects.,"c#,css,html,jsp",£24-£32,HoChiMinhCity,ShopeeVietnam,Entry-Level,CloudComputing,Full-Time,2019-09-28,24,32,2019-09,28.0,73,"NetworkEngineer,DevelopandmaintainwebapplicationsusingCSSforclientprojects.,c#,css,html,jsp,£24-£32,HoChiMinhCity,ShopeeVietnam,Entry-Level,CloudComputing,Full-Time,2019-09-28,24,32,2019-09,28.0,73",73
FullStackDeveloper,OptimizeJava-basedwebapplicationswithMySQLforperformance.,"c#,mysql,php,servlet",£30-£36,HoChiMinhCity,LazadaVietnam,Entry-Level,WebDevelopment,Part-Time,2019-05-29,30,36,2019-05,33.0,74,"FullStackDeveloper,OptimizeJava-basedwebapplicationswithMySQLforperformance.,c#,mysql,php,servlet,£30-£36,HoChiMinhCity,LazadaVietnam,Entry-Level,WebDevelopment,Part-Time,2019-05-29,30,36,2019-05,33.0,74",74
JavaDeveloper,LeaddevelopmentofwebandfullstackprojectsutilizingPHP.,"php,python,servlet",£58-£69,Hanoi,AxonActive,Senior,Cybersecurity,Full-Time,2019-06-06,58,69,2019-06,63.5,75,"JavaDeveloper,LeaddevelopmentofwebandfullstackprojectsutilizingPHP.,php,python,servlet,£58-£69,Hanoi,AxonActive,Senior,Cybersecurity,Full-Time,2019-06-06,58,69,2019-06,63.5,75",75
NetworkEngineer,BuildfullstacksolutionsusingJSPtoenhanceuserexperience.,"c#,css,jsp,mysql",£38-£48,Hanoi,VinAI,Mid-Level,Cybersecurity,Full-Time,2019-05-29,38,48,2019-05,43.0,76,"NetworkEngineer,BuildfullstacksolutionsusingJSPtoenhanceuserexperience.,c#,css,jsp,mysql,£38-£48,Hanoi,VinAI,Mid-Level,Cybersecurity,Full-Time,2019-05-29,38,48,2019-05,43.0,76",76
DatabaseAdministrator,DesignscalablebackendsystemswithServlettosupportwebplatforms.,"php,python,servlet",£36-£50,Hanoi,NashTech,Mid-Level,WebDevelopment,Full-Time,2019-10-13,36,50,2019-10,43.0,77,"DatabaseAdministrator,DesignscalablebackendsystemswithServlettosupportwebplatforms.,php,python,servlet,£36-£50,Hanoi,NashTech,Mid-Level,WebDevelopment,Full-Time,2019-10-13,36,50,2019-10,43.0,77",77
SystemAdministrator,DevelopandmaintainwebapplicationsusingPHPforclientprojects.,"html,php,sql",£63-£69,HoChiMinhCity,Tiki,Senior,ITInfrastructure,Part-Time,2019-03-08,63,69,2019-03,66.0,78,"SystemAdministrator,DevelopandmaintainwebapplicationsusingPHPforclientprojects.,html,php,sql,£63-£69,HoChiMinhCity,Tiki,Senior,ITInfrastructure,Part-Time,2019-03-08,63,69,2019-03,66.0,78",78
WebDeveloper,OptimizeJava-basedwebapplicationswithC#forperformance.,"c#,java,php,sql",£22-£36,NhaTrang,CMCGlobal,Entry-Level,WebDevelopment,Part-Time,2019-10-07,22,36,2019-10,29.0,79,"WebDeveloper,OptimizeJava-basedwebapplicationswithC#forperformance.,c#,java,php,sql,£22-£36,NhaTrang,CMCGlobal,Entry-Level,WebDevelopment,Part-Time,2019-10-07,22,36,2019-10,29.0,79",79
SoftwareEngineer,OptimizeJava-basedwebapplicationswithJSPforperformance.,"c#,java,jsp,php",£58-£73,HaiPhong,NexlifyVietnam,Senior,SoftwareDevelopment,Full-Time,2019-08-21,58,73,2019-08,65.5,80,"SoftwareEngineer,OptimizeJava-basedwebapplicationswithJSPforperformance.,c#,java,jsp,php,£58-£73,HaiPhong,NexlifyVietnam,Senior,SoftwareDevelopment,Full-Time,2019-08-21,58,73,2019-08,65.5,80",80
WebDeveloper,OptimizeJava-basedwebapplicationswithJavaforperformance.,"html,java,javascript,spring",£27-£39,Hanoi,VinAI,Entry-Level,CloudComputing,Full-Time,2019-09-11,27,39,2019-09,33.0,81,"WebDeveloper,OptimizeJava-basedwebapplicationswithJavaforperformance.,html,java,javascript,spring,£27-£39,Hanoi,VinAI,Entry-Level,CloudComputing,Full-Time,2019-09-11,27,39,2019-09,33.0,81",81
SoftwareEngineer,LeaddevelopmentofwebandfullstackprojectsutilizingCSS.,"css,spring",£37-£51,HoChiMinhCity,TechcombankIT,Mid-Level,DataScience,Contract-Type,2019-09-10,37,51,2019-09,44.0,82,"SoftwareEngineer,LeaddevelopmentofwebandfullstackprojectsutilizingCSS.,css,spring,£37-£51,HoChiMinhCity,TechcombankIT,Mid-Level,DataScience,Contract-Type,2019-09-10,37,51,2019-09,44.0,82",82
NetworkEngineer,IntegrateAPIsandmicroservicesusingC#forwebsystems.,"c#,html,javascript",£62-£72,HoChiMinhCity,AxonActive,Senior,CloudComputing,Part-Time,2019-05-26,62,72,2019-05,67.0,83,"NetworkEngineer,IntegrateAPIsandmicroservicesusingC#forwebsystems.,c#,html,javascript,£62-£72,HoChiMinhCity,AxonActive,Senior,CloudComputing,Part-Time,2019-05-26,62,72,2019-05,67.0,83",83
SoftwareEngineer,BuildfullstacksolutionsusingC#toenhanceuserexperience.,"c#,css,java,servlet",£32-£38,DaNang,FPTSoftware,Mid-Level,CloudComputing,Contract-Type,2019-10-07,32,38,2019-10,35.0,84,"SoftwareEngineer,BuildfullstacksolutionsusingC#toenhanceuserexperience.,c#,css,java,servlet,£32-£38,DaNang,FPTSoftware,Mid-Level,CloudComputing,Contract-Type,2019-10-07,32,38,2019-10,35.0,84",84
DatabaseAdministrator,IntegrateAPIsandmicroservicesusingC#forwebsystems.,"c#,mysql,python,sql",£64-£78,HoChiMinhCity,Tiki,Senior,SoftwareDevelopment,Contract-Type,2019-12-07,64,78,2019-12,71.0,85,"DatabaseAdministrator,IntegrateAPIsandmicroservicesusingC#forwebsystems.,c#,mysql,python,sql,£64-£78,HoChiMinhCity,Tiki,Senior,SoftwareDevelopment,Contract-Type,2019-12-07,64,78,2019-12,71.0,85",85
FrontendDeveloper,Createresponsivefront-endinterfaceswithJavaScriptformodernwebapps.,"html,javascript,jsp,sql",£28-£42,Hue,CMCGlobal,Mid-Level,WebDevelopment,Part-Time,2019-04-23,28,42,2019-04,35.0,86,"FrontendDeveloper,Createresponsivefront-endinterfaceswithJavaScriptformodernwebapps.,html,javascript,jsp,sql,£28-£42,Hue,CMCGlobal,Mid-Level,WebDevelopment,Part-Time,2019-04-23,28,42,2019-04,35.0,86",86
SoftwareEngineer,BuildfullstacksolutionsusingJSPtoenhanceuserexperience.,"jsp,mysql,php,servlet",£33-£43,HoChiMinhCity,KMSTechnology,Mid-Level,ITInfrastructure,Full-Time,2019-08-24,33,43,2019-08,38.0,87,"SoftwareEngineer,BuildfullstacksolutionsusingJSPtoenhanceuserexperience.,jsp,mysql,php,servlet,£33-£43,HoChiMinhCity,KMSTechnology,Mid-Level,ITInfrastructure,Full-Time,2019-08-24,33,43,2019-08,38.0,87",87
SystemAdministrator,IntegrateAPIsandmicroservicesusingHTMLforwebsystems.,"html,java,mysql,sql",£60-£68,HoChiMinhCity,GrabVietnam,Senior,Cybersecurity,Contract-Type,2019-04-30,60,68,2019-04,64.0,88,"SystemAdministrator,IntegrateAPIsandmicroservicesusingHTMLforwebsystems.,html,java,mysql,sql,£60-£68,HoChiMinhCity,GrabVietnam,Senior,Cybersecurity,Contract-Type,2019-04-30,60,68,2019-04,64.0,88",88
SystemAdministrator,BuildfullstacksolutionsusingSpringtoenhanceuserexperience.,"html,spring",£30-£39,HoChiMinhCity,VNG,Entry-Level,WebDevelopment,Full-Time,2019-09-28,30,39,2019-09,34.5,89,"SystemAdministrator,BuildfullstacksolutionsusingSpringtoenhanceuserexperience.,html,spring,£30-£39,HoChiMinhCity,VNG,Entry-Level,WebDevelopment,Full-Time,2019-09-28,30,39,2019-09,34.5,89",89
SoftwareEngineer,OptimizeJava-basedwebapplicationswithHTMLforperformance.,"c#,html,javascript",£17-£31,Remote,NashTech,Entry-Level,WebDevelopment,Part-Time,2019-06-15,17,31,2019-06,24.0,90,"SoftwareEngineer,OptimizeJava-basedwebapplicationswithHTMLforperformance.,c#,html,javascript,£17-£31,Remote,NashTech,Entry-Level,WebDevelopment,Part-Time,2019-06-15,17,31,2019-06,24.0,90",90
DatabaseAdministrator,DesignscalablebackendsystemswithJavatosupportwebplatforms.,"html,java,servlet,spring",£42-£52,Hanoi,ShopeeVietnam,Mid-Level,SoftwareDevelopment,Contract-Type,2019-04-18,42,52,2019-04,47.0,91,"DatabaseAdministrator,DesignscalablebackendsystemswithJavatosupportwebplatforms.,html,java,servlet,spring,£42-£52,Hanoi,ShopeeVietnam,Mid-Level,SoftwareDevelopment,Contract-Type,2019-04-18,42,52,2019-04,47.0,91",91
NetworkEngineer,OptimizeJava-basedwebapplicationswithSQLforperformance.,"javascript,servlet,sql",£60-£68,DaNang,GrabVietnam,Senior,CloudComputing,Full-Time,2019-02-01,60,68,2019-02,64.0,92,"NetworkEngineer,OptimizeJava-basedwebapplicationswithSQLforperformance.,javascript,servlet,sql,£60-£68,DaNang,GrabVietnam,Senior,CloudComputing,Full-Time,2019-02-01,60,68,2019-02,64.0,92",92
NetworkEngineer,BuildfullstacksolutionsusingServlettoenhanceuserexperience.,"c#,servlet",£37-£44,Hanoi,Haravan,Mid-Level,ArtificialIntelligence,Full-Time,2019-03-29,37,44,2019-03,40.5,93,"NetworkEngineer,BuildfullstacksolutionsusingServlettoenhanceuserexperience.,c#,servlet,£37-£44,Hanoi,Haravan,Mid-Level,ArtificialIntelligence,Full-Time,2019-03-29,37,44,2019-03,40.5,93",93
SystemAdministrator,IntegrateAPIsandmicroservicesusingPHPforwebsystems.,"html,mysql,php",£35-£47,Hanoi,NashTech,Mid-Level,Cybersecurity,Part-Time,2019-05-03,35,47,2019-05,41.0,94,"SystemAdministrator,IntegrateAPIsandmicroservicesusingPHPforwebsystems.,html,mysql,php,£35-£47,Hanoi,NashTech,Mid-Level,Cybersecurity,Part-Time,2019-05-03,35,47,2019-05,41.0,94",94
SystemAdministrator,LeaddevelopmentofwebandfullstackprojectsutilizingServlet.,"php,servlet,spring",£42-£48,Hanoi,GrabVietnam,Mid-Level,MobileDevelopment,Full-Time,2019-11-02,42,48,2019-11,45.0,95,"SystemAdministrator,LeaddevelopmentofwebandfullstackprojectsutilizingServlet.,php,servlet,spring,£42-£48,Hanoi,GrabVietnam,Mid-Level,MobileDevelopment,Full-Time,2019-11-02,42,48,2019-11,45.0,95",95
FrontendDeveloper,DevelopandmaintainwebapplicationsusingSQLforclientprojects.,"javascript,mysql,servlet,sql",£35-£40,Hanoi,Haravan,Mid-Level,Cybersecurity,Contract-Type,2019-10-16,35,40,2019-10,37.5,96,"FrontendDeveloper,DevelopandmaintainwebapplicationsusingSQLforclientprojects.,javascript,mysql,servlet,sql,£35-£40,Hanoi,Haravan,Mid-Level,Cybersecurity,Contract-Type,2019-10-16,35,40,2019-10,37.5,96",96
SystemAdministrator,LeaddevelopmentofwebandfullstackprojectsutilizingServlet.,"servlet,sql",£20-£34,QuyNhon,CMCGlobal,Entry-Level,ArtificialIntelligence,Full-Time,2019-03-01,20,34,2019-03,27.0,97,"SystemAdministrator,LeaddevelopmentofwebandfullstackprojectsutilizingServlet.,servlet,sql,£20-£34,QuyNhon,CMCGlobal,Entry-Level,ArtificialIntelligence,Full-Time,2019-03-01,20,34,2019-03,27.0,97",97
FullStackDeveloper,Createresponsivefront-endinterfaceswithJavaformodernwebapps.,"java,mysql,servlet,spring",£30-£40,HoChiMinhCity,ShopeeVietnam,Entry-Level,MobileDevelopment,Contract-Type,2019-12-10,30,40,2019-12,35.0,98,"FullStackDeveloper,Createresponsivefront-endinterfaceswithJavaformodernwebapps.,java,mysql,servlet,spring,£30-£40,HoChiMinhCity,ShopeeVietnam,Entry-Level,MobileDevelopment,Contract-Type,2019-12-10,30,40,2019-12,35.0,98",98
SoftwareEngineer,DevelopandmaintainwebapplicationsusingC#forclientprojects.,"c#,java,php",£36-£44,HoChiMinhCity,Haravan,Mid-Level,Cybersecurity,Full-Time,2019-03-17,36,44,2019-03,40.0,99,"SoftwareEngineer,DevelopandmaintainwebapplicationsusingC#forclientprojects.,c#,java,php,£36-£44,HoChiMinhCity,Haravan,Mid-Level,Cybersecurity,Full-Time,2019-03-17,36,44,2019-03,40.0,99",99
SystemAdministrator,IntegrateAPIsandmicroservicesusingSQLforwebsystems.,"javascript,servlet,sql",£56-£64,DaNang,AxonActive,Senior,MobileDevelopment,Full-Time,2019-12-12,56,64,2019-12,60.0,100,"SystemAdministrator,IntegrateAPIsandmicroservicesusingSQLforwebsystems.,javascript,servlet,sql,£56-£64,DaNang,AxonActive,Senior,MobileDevelopment,Full-Time,2019-12-12,56,64,2019-12,60.0,100",100
NetworkEngineer,DesignscalablebackendsystemswithServlettosupportwebplatforms.,"java,php,servlet",£40-£46,Hanoi,KMSTechnology,Mid-Level,DataScience,Contract-Type,2019-10-31,40,46,2019-10,43.0,101,"NetworkEngineer,DesignscalablebackendsystemswithServlettosupportwebplatforms.,java,php,servlet,£40-£46,Hanoi,KMSTechnology,Mid-Level,DataScience,Contract-Type,2019-10-31,40,46,2019-10,43.0,101",101
JavaDeveloper,OptimizeJava-basedwebapplicationswithJavaScriptforperformance.,"c#,java,javascript,spring",£34-£42,DaNang,FPTSoftware,Mid-Level,Cybersecurity,Full-Time,2019-11-07,34,42,2019-11,38.0,102,"JavaDeveloper,OptimizeJava-basedwebapplicationswithJavaScriptforperformance.,c#,java,javascript,spring,£34-£42,DaNang,FPTSoftware,Mid-Level,Cybersecurity,Full-Time,2019-11-07,34,42,2019-11,38.0,102",102
SystemAdministrator,BuildfullstacksolutionsusingServlettoenhanceuserexperience.,"php,python,servlet,sql",£41-£50,Hanoi,Tiki,Mid-Level,WebDevelopment,Full-Time,2019-06-01,41,50,2019-06,45.5,103,"SystemAdministrator,BuildfullstacksolutionsusingServlettoenhanceuserexperience.,php,python,servlet,sql,£41-£50,Hanoi,Tiki,Mid-Level,WebDevelopment,Full-Time,2019-06-01,41,50,2019-06,45.5,103",103
FrontendDeveloper,DevelopandmaintainwebapplicationsusingSpringforclientprojects.,"css,spring",£32-£43,Hanoi,KMSTechnology,Mid-Level,ITInfrastructure,Part-Time,2019-06-30,32,43,2019-06,37.5,104,"FrontendDeveloper,DevelopandmaintainwebapplicationsusingSpringforclientprojects.,css,spring,£32-£43,Hanoi,KMSTechnology,Mid-Level,ITInfrastructure,Part-Time,2019-06-30,32,43,2019-06,37.5,104",104
FullStackDeveloper,DesignscalablebackendsystemswithHTMLtosupportwebplatforms.,"css,html,python,spring",£22-£32,Hanoi,ShopeeVietnam,Entry-Level,DataScience,Full-Time,2019-01-05,22,32,2019-01,27.0,105,"FullStackDeveloper,DesignscalablebackendsystemswithHTMLtosupportwebplatforms.,css,html,python,spring,£22-£32,Hanoi,ShopeeVietnam,Entry-Level,DataScience,Full-Time,2019-01-05,22,32,2019-01,27.0,105",105
FullStackDeveloper,LeaddevelopmentofwebandfullstackprojectsutilizingJSP.,"javascript,jsp,servlet,spring",£29-£40,HoChiMinhCity,Haravan,Entry-Level,Cybersecurity,Full-Time,2019-08-17,29,40,2019-08,34.5,106,"FullStackDeveloper,LeaddevelopmentofwebandfullstackprojectsutilizingJSP.,javascript,jsp,servlet,spring,£29-£40,HoChiMinhCity,Haravan,Entry-Level,Cybersecurity,Full-Time,2019-08-17,29,40,2019-08,34.5,106",106
WebDeveloper,IntegrateAPIsandmicroservicesusingJavaforwebsystems.,"java,servlet",£28-£38,Hanoi,ViettelSolutions,Entry-Level,WebDevelopment,Contract-Type,2019-03-26,28,38,2019-03,33.0,107,"WebDeveloper,IntegrateAPIsandmicroservicesusingJavaforwebsystems.,java,servlet,£28-£38,Hanoi,ViettelSolutions,Entry-Level,WebDevelopment,Contract-Type,2019-03-26,28,38,2019-03,33.0,107",107
SystemAdministrator,DevelopandmaintainwebapplicationsusingJavaScriptforclientprojects.,"css,javascript,servlet",£32-£45,DaNang,FPTSoftware,Mid-Level,CloudComputing,Full-Time,2019-06-24,32,45,2019-06,38.5,108,"SystemAdministrator,DevelopandmaintainwebapplicationsusingJavaScriptforclientprojects.,css,javascript,servlet,£32-£45,DaNang,FPTSoftware,Mid-Level,CloudComputing,Full-Time,2019-06-24,32,45,2019-06,38.5,108",108
FrontendDeveloper,OptimizeJava-basedwebapplicationswithMySQLforperformance.,"java,mysql,php",£21-£33,HoChiMinhCity,AxonActive,Entry-Level,WebDevelopment,Full-Time,2019-12-10,21,33,2019-12,27.0,109,"FrontendDeveloper,OptimizeJava-basedwebapplicationswithMySQLforperformance.,java,mysql,php,£21-£33,HoChiMinhCity,AxonActive,Entry-Level,WebDevelopment,Full-Time,2019-12-10,21,33,2019-12,27.0,109",109
JavaDeveloper,OptimizeJava-basedwebapplicationswithPHPforperformance.,"css,php,servlet",£53-£67,Remote,Tiki,Senior,DataScience,Full-Time,2019-05-05,53,67,2019-05,60.0,110,"JavaDeveloper,OptimizeJava-basedwebapplicationswithPHPforperformance.,css,php,servlet,£53-£67,Remote,Tiki,Senior,DataScience,Full-Time,2019-05-05,53,67,2019-05,60.0,110",110
SoftwareEngineer,LeaddevelopmentofwebandfullstackprojectsutilizingSpring.,"html,jsp,mysql,spring",£29-£42,Remote,VNG,Mid-Level,DataScience,Full-Time,2019-02-02,29,42,2019-02,35.5,111,"SoftwareEngineer,LeaddevelopmentofwebandfullstackprojectsutilizingSpring.,html,jsp,mysql,spring,£29-£42,Remote,VNG,Mid-Level,DataScience,Full-Time,2019-02-02,29,42,2019-02,35.5,111",111
NetworkEngineer,DevelopandmaintainwebapplicationsusingJavaScriptforclientprojects.,"c#,css,javascript,servlet",£57-£72,NhaTrang,TMASolutions,Senior,ArtificialIntelligence,Contract-Type,2019-09-09,57,72,2019-09,64.5,112,"NetworkEngineer,DevelopandmaintainwebapplicationsusingJavaScriptforclientprojects.,c#,css,javascript,servlet,£57-£72,NhaTrang,TMASolutions,Senior,ArtificialIntelligence,Contract-Type,2019-09-09,57,72,2019-09,64.5,112",112
FrontendDeveloper,OptimizeJava-basedwebapplicationswithSQLforperformance.,"html,java,sql",£42-£56,HoChiMinhCity,GrabVietnam,Mid-Level,CloudComputing,Full-Time,2019-11-26,42,56,2019-11,49.0,113,"FrontendDeveloper,OptimizeJava-basedwebapplicationswithSQLforperformance.,html,java,sql,£42-£56,HoChiMinhCity,GrabVietnam,Mid-Level,CloudComputing,Full-Time,2019-11-26,42,56,2019-11,49.0,113",113
